,Polarity,Sentiment,Subjectiivity,Tweet,X,y,NaiveBayes,SVM,RandomForest,LogisticRegression
  (0, 564)	0.289513008772719
  (0, 1282)	0.36953805378652066
  (0, 1694)	0.31858465847755435
  (0, 466)	0.289513008772719
  (0, 997)	0.36406464851461895
  (0, 520)	0.3280561361360184
  (0, 1773)	0.35459317085615494",Neutral,,,,
2025,-0.1,Negative,0.1,a california court has quashed a lawsuit against apple and which alleged that they have conspired to allow entry of two indians into the us on h1 b visas visa h1bvisa usvisa californiacourt iaccalert,"  (0, 2102)	0.07862141549054186
  (0, 898)	0.15881832084693048
  (0, 2103)	0.10644024178725284
  (0, 1037)	0.2136074083488715
  (0, 285)	0.3302341311638424
  (0, 887)	0.2845156559474556
  (0, 444)	0.36933525152030483
  (0, 1142)	0.3643122737200914
  (0, 119)	0.3033129169428161
  (0, 663)	0.34456541265767837
  (0, 145)	0.3302341311638424
  (0, 2089)	0.3643122737200914",Negative,,,,
2026,0.2252777777777778,Positive,0.5580555555555555,we need your steadfast leadership and support to saveh4ead shebelongshere these h4 visa holders mainly women are highly qualified and experienced just like their h1b spouses and have sacrificed a lot due to decade long gcbacklog,"  (0, 2102)	0.06390064829215274
  (0, 1339)	0.16128988045936735
  (0, 1176)	0.16230574888163046
  (0, 1215)	0.24188659275278693
  (0, 958)	0.15378821545868718
  (0, 1866)	0.1883832109526883
  (0, 1201)	0.2256316187640955
  (0, 488)	0.27745354710352643
  (0, 1933)	0.22343453320924395
  (0, 902)	0.1793320442680685
  (0, 943)	0.23210941246001518
  (0, 1097)	0.17428695193510238
  (0, 1575)	0.23974445752929252
  (0, 2160)	0.23481560346960928
  (0, 1729)	0.2684023804189066
  (0, 1232)	0.29609986447398157
  (0, 833)	0.2726893330059976
  (0, 703)	0.2923728385191414
  (0, 1150)	0.3154600946608087",Positive,,,,
2027,0.325,Positive,0.5166666666666666,americafirst house senate for 2 years no wall means it was always just a distraction never intended to do it the promise by to end h1b visa as a cheap labor scheme was a lie his last love fest with tim apple the chamber of cheap labor tipped his hand neveragain,"  (0, 2102)	0.05543179848648425
  (0, 1171)	0.22786898644485853
  (0, 126)	0.23283060598464383
  (0, 643)	0.15512516416003347
  (0, 910)	0.24068220782498131
  (0, 2193)	0.15447517174927353
  (0, 2119)	0.175973463897929
  (0, 1219)	0.2160362164588659
  (0, 336)	0.33250857095527325
  (0, 1123)	0.30005437736049095
  (0, 1547)	0.22945037199289817
  (0, 1097)	0.1511884379375941
  (0, 1268)	0.21492697134149905
  (0, 1771)	0.26039873625388243
  (0, 971)	0.2070753695011615
  (0, 327)	0.2643136118717806
  (0, 145)	0.23283060598464383
  (0, 1998)	0.2793794594118232
  (0, 1054)	0.26869007046838345",Positive,,,,
2028,0.2,Positive,0.3499999999999999,everyone knows h1b is based on lottery no one looks at the degrees or experience and you can clear multiple rounds of interview and get a job offer which means you are competent but not get an h 1b visa,"  (0, 2102)	0.07242195163245711
  (0, 1217)	0.21798889326467222
  (0, 19)	0.1683138169299709
  (0, 1326)	0.24175438560940754
  (0, 702)	0.28852519508534
  (0, 1091)	0.1960113526679726
  (0, 212)	0.22606308364685912
  (0, 362)	0.3144526371112395
  (0, 1063)	0.30419447583478587
  (0, 501)	0.30193612615998466
  (0, 1206)	0.33136145149998003
  (0, 1376)	0.29771209243500135
  (0, 1268)	0.2808032780462608
  (0, 1112)	0.35752744812607856",Positive,,,,
2029,-0.1,Negative,0.45,when are our representatives going to actually start representing the people and not themselves most americans want border security and stopping illegal immigration border as well as h1b visa abuse really tired of this betrayal,"  (0, 2102)	0.07106212339049843
  (0, 1001)	0.13601779459165714
  (0, 2121)	0.1911249576757098
  (0, 1450)	0.17682970180648838
  (0, 852)	0.21666374559259585
  (0, 69)	0.23244769279541977
  (0, 992)	0.22510484144965193
  (0, 129)	0.17055732799621665
  (0, 248)	0.4707419125214049
  (0, 1607)	0.2509186113434326
  (0, 1878)	0.25529179469455615
  (0, 85)	0.2741499856653605
  (0, 1902)	0.32132688079723576
  (0, 1760)	0.27695280849600395
  (0, 2002)	0.35081434650041937",Negative,,,,
2030,-0.08333333333333333,Negative,0.3,there are a ton of h1b visa holders at microsoft in the us it s not just foreign offices and i ve heard a similar stories from employees of other us based tech firms,"  (0, 2102)	0.07482954444854384
  (0, 2096)	0.28325633663601313
  (0, 958)	0.18009053760634985
  (0, 1963)	0.19490577035217857
  (0, 1904)	0.3694130780526324
  (0, 795)	0.19359718438726814
  (0, 212)	0.233578316858645
  (0, 637)	0.2518113832726118
  (0, 1097)	0.20409516280651813
  (0, 776)	0.26510908652545445
  (0, 1380)	0.3694130780526324
  (0, 1813)	0.3035943112089919
  (0, 930)	0.32794719735108774
  (0, 1290)	0.32203924538085615",Negative,,,,
2031,0.012500000000000013,Positive,0.30000000000000004,blue collar gets screws by the illegals and white collar by the h1b visa many elites appear to be real scum bags,"  (0, 2102)	0.07818495532017564
  (0, 2148)	0.2570097495881306
  (0, 995)	0.2570097495881306
  (0, 371)	0.6229693891978016
  (0, 838)	0.3152297739080132
  (0, 1604)	0.28293619123174313
  (0, 243)	0.37280673726918984
  (0, 629)	0.3940566813255064",Positive,,,,
2032,-0.15625,Negative,0.40625,you mean we need to overflow and abuse the h1b visa the same way indians did,"  (0, 2102)	0.1267167114552312
  (0, 2135)	0.42079135244543747
  (0, 1339)	0.31984218922749597
  (0, 1266)	0.4964710715143171
  (0, 1037)	0.34427805909574255
  (0, 69)	0.41449658145635715
  (0, 538)	0.4095853560260202",Negative,,,,
2033,-0.14047619047619045,Negative,0.7047619047619048,the talent is everywhere but only one single country is abusing the h1b visa which is absolutely not fair instead of fixing and punishing for the h1b abuse hr1044 will reward indians for it nohr1044,"  (0, 2102)	0.06982286917558111
  (0, 1949)	0.23496325416301309
  (0, 440)	0.1814545067728269
  (0, 1037)	0.18970253886960894
  (0, 69)	0.22839403144531378
  (0, 72)	0.3194695359127096
  (0, 974)	0.23496325416301309
  (0, 1817)	0.29556108289295135
  (0, 68)	0.3235419773137581
  (0, 1051)	0.25267542309784136
  (0, 733)	0.28511717235861656
  (0, 781)	0.3519112851734848
  (0, 1350)	0.2932775299668641
  (0, 1697)	0.3384467426880614",Negative,,,,
2034,-0.18333333333333332,Negative,0.5666666666666668,talent is everywhere so h1b visa is open for all people in the world whoever got skill needed by us are always welcomed to us but some people are using their country of birth as a qualification to get employment based green cards that s not fair hr1044 will fix it,"  (0, 2102)	0.06496490976399774
  (0, 1949)	0.21861557373373822
  (0, 858)	0.2257279179485601
  (0, 1450)	0.32331501152382247
  (0, 440)	0.1688297229540096
  (0, 2175)	0.2099855290538067
  (0, 873)	0.18154804221154822
  (0, 1340)	0.25881673775494496
  (0, 640)	0.20579058174007492
  (0, 1393)	0.2257279179485601
  (0, 2086)	0.22367018847202555
  (0, 212)	0.20278613733888146
  (0, 974)	0.21861557373373822
  (0, 1822)	0.23778990888269483
  (0, 234)	0.2506275949943367
  (0, 779)	0.24704635843340297
  (0, 304)	0.220442995905281
  (0, 733)	0.26528000915954275
  (0, 1574)	0.2972422906415559",Negative,,,,
2035,-0.1,Negative,0.4,offshore outsourcing is still growing and u s businesses are still shifting work overseas as offshore outsourcing grows hr tries to measure impact outsourcing offshore hr h1bvisa contingentworkforce recruitmentstrategy cxc,"  (0, 898)	0.09626285208010016
  (0, 2165)	0.0980783021290688
  (0, 1416)	0.5099761305365917
  (0, 973)	0.367687635808603
  (0, 278)	0.18876790288075482
  (0, 1012)	0.20016128586741544
  (0, 1419)	0.19213346787757127
  (0, 1382)	0.6464413312042169
  (0, 879)	0.23525461319908697",Negative,,,,
2036,0.13636363636363635,Positive,0.4545454545454545,h1b visa time again time to call immigration attorney nelisse to ask about new i 129 fees h1b2017 h1b2018 h1battorney h1blawyer h1bvisa h1btransferpic twitter com 1jn3vw6ehj,"  (0, 2102)	0.07790710632617259
  (0, 1999)	0.4222510448821174
  (0, 1001)	0.14911956299522294
  (0, 182)	0.25008718842961475
  (0, 1343)	0.26903904355331876
  (0, 170)	0.2211879927876454
  (0, 1344)	0.2052745485130514
  (0, 10)	0.26903904355331876
  (0, 755)	0.25673717947792657
  (0, 888)	0.26903904355331876
  (0, 889)	0.26903904355331876
  (0, 890)	0.26903904355331876
  (0, 893)	0.2682293751902049
  (0, 898)	0.1573753885193594
  (0, 897)	0.26903904355331876
  (0, 2046)	0.14734366328980147
  (0, 374)	0.14547280424075287",Positive,,,,
2037,-0.25,Negative,0.25,alfredo remember your past superintendent of magnolia science academy suleyman bahacci he is now administrator of viu a gulen operated university gulendestroyingamericaneducation h1bvisa ccsa,"  (0, 898)	0.2023368905480076
  (0, 1742)	0.4274430061827697
  (0, 1441)	0.394573595171081
  (0, 2068)	0.4479470432426335
  (0, 1649)	0.40638330524683547
  (0, 884)	0.504836600148412",Negative,,,,
2038,-0.26666666666666666,Negative,0.4,filipino teachers were recruited to teach in baltimore difficult h1b visa processes forced to leave the baltimore school system brought them back,"  (0, 2102)	0.09134707644116681
  (0, 793)	0.38667332280723005
  (0, 264)	0.41305085947813697
  (0, 1153)	0.3506821919407539
  (0, 1740)	0.3457810471227355
  (0, 1960)	0.33701875036081036
  (0, 542)	0.38981409441895487
  (0, 1959)	0.40428856271621183",Negative,,,,
2039,0.08125000000000003,Positive,0.69375,nobody stopped other countries to apply for h1b visa it s open to all if they don t apply means they might be happy to work in their country itself but using place of birth as a qualification to get employment based gc is not fair support hr1044,"  (0, 569)	0.16156883820005546
  (0, 2102)	0.061030763970603
  (0, 2165)	0.12560957958692665
  (0, 916)	0.2583439910436109
  (0, 440)	0.15860573054376226
  (0, 151)	0.39272014679068096
  (0, 640)	0.19332831319519284
  (0, 1393)	0.21205828395576082
  (0, 2086)	0.21012516648582277
  (0, 212)	0.1905058119744853
  (0, 832)	0.20163063150093852
  (0, 1933)	0.21339971696108487
  (0, 1901)	0.24921517914749364
  (0, 974)	0.20537664916815998
  (0, 439)	0.19681212264989503
  (0, 234)	0.23545008605701134
  (0, 1470)	0.2544448476532037
  (0, 1268)	0.23663596738716489
  (0, 733)	0.24921517914749364
  (0, 1574)	0.2792418883998745",Positive,,,,
2040,0.27142857142857146,Positive,0.5297619047619048,i got my first h1b visa by applying online from india if you have the right skill and can find the suitable job you can definitely apply for h1b from your country,"  (0, 2102)	0.08595876212475961
  (0, 1702)	0.2854454108982483
  (0, 858)	0.2986734296152359
  (0, 440)	0.22338819599246573
  (0, 1091)	0.2326489808400511
  (0, 151)	0.27656328942433916
  (0, 1035)	0.21497526381185456
  (0, 1822)	0.3146333349429716
  (0, 152)	0.358372773177598
  (0, 499)	0.42435499422206374
  (0, 1392)	0.433237115695973",Positive,,,,
2041,0.0,Neutral,0.0,just give them all h1b visas,"  (0, 2103)	0.4446104051918861
  (0, 1097)	0.8957240577293359",Neutral,,,,
2042,0.0285714285714286,Positive,0.7224489795918367,so all that happy horse doodie about needing huge increases in h1b visas because us workers weren t qualified for it work was simply a way to bring in cheap unskilled labor i m shocked shocked to find that corporations lie about such things,"  (0, 2168)	0.1411214690683604
  (0, 1171)	0.2733141570485142
  (0, 2165)	0.13683898126034824
  (0, 2103)	0.09001209513526837
  (0, 2135)	0.22078460594454785
  (0, 916)	0.28143974898567053
  (0, 257)	0.21910261885450985
  (0, 336)	0.19941129593789245
  (0, 1123)	0.17994793959564248
  (0, 430)	0.2473248618839166
  (0, 1815)	0.2837257561185335
  (0, 2071)	0.2792652997786812
  (0, 1575)	0.2494475186758775
  (0, 978)	0.28868278994244995
  (0, 1030)	0.3080837706718362
  (0, 1986)	0.2697468642306096
  (0, 1341)	0.3123314945403975",Positive,,,,
2043,0.33,Positive,0.7144444444444444,if the us has issued a h1b visa for specialised occupations then surely that is because they have a shortage of expertise in the usa or they wouldn t need highly qualified migrants to do the work,"  (0, 1795)	0.2938997853420653
  (0, 2102)	0.07197365943591588
  (0, 2165)	0.14813154079854962
  (0, 1339)	0.1816667473163598
  (0, 2078)	0.18768015511121927
  (0, 1940)	0.36275139205522444
  (0, 943)	0.26143340092402784
  (0, 2181)	0.3125061739157406
  (0, 1575)	0.27003303407769524
  (0, 1293)	0.3381064744859321
  (0, 1082)	0.29586925328407804
  (0, 1374)	0.3381064744859321
  (0, 705)	0.36275139205522444",Positive,,,,
2044,-0.0066666666666666645,Negative,0.5,and i want everything done one item at a time then there is less of a chance for the gop backstabbers to stick in untenable items like more h1b visas 1st up fix the asylum system the gop have deficient comm skills leave if you can t easily explain the broken asylum system,"  (0, 1999)	0.14993632450386543
  (0, 2103)	0.07490454855479194
  (0, 2121)	0.14880667710241277
  (0, 1176)	0.14053090259253556
  (0, 260)	0.24247893700115503
  (0, 328)	0.21677203337482576
  (0, 1824)	0.19471599861985917
  (0, 1153)	0.21240378773904436
  (0, 177)	0.45803956050876987
  (0, 21)	0.20331287662805567
  (0, 709)	0.253148265996429
  (0, 378)	0.27313814908023615
  (0, 779)	0.21039858468041603
  (0, 857)	0.48495787400231005
  (0, 601)	0.2681858406274843",Negative,,,,
2045,0.0,Neutral,0.0,h1b visa for spouses are still on why spreading lies,"  (0, 2102)	0.13546294494890956
  (0, 1866)	0.3993534528462157
  (0, 1867)	0.6363563989814641
  (0, 1173)	0.6459234813202858",Neutral,,,,
2046,0.0,Neutral,0.0,say no to bias know your rights immigration lawyer newyorkcity nyc newyork h1b visa immigrationlawyer immigrationlaws immigrationreform immigrationrights daca uscis naturalization citizenship america usa college asian hispanic mastersdegreepic twitter com gf8k7mmhgc,"  (0, 2102)	0.06023330274919325
  (0, 1001)	0.11529068665590012
  (0, 2046)	0.11391766294018141
  (0, 374)	0.11247122211062957
  (0, 2080)	0.15908034795191373
  (0, 372)	0.20381469941596028
  (0, 1732)	0.208641393257913
  (0, 2078)	0.15706573337284646
  (0, 1703)	0.28295448360947134
  (0, 125)	0.1685621111346016
  (0, 1109)	0.16785581635920244
  (0, 1361)	0.20928741485415703
  (0, 1009)	0.22598519543621506
  (0, 353)	0.18613829086594388
  (0, 1143)	0.21486530224134612
  (0, 1010)	0.2204708915084476
  (0, 472)	0.1975096336446226
  (0, 168)	0.263977857534343
  (0, 1334)	0.22598519543621506
  (0, 1006)	0.2106113199648052
  (0, 1346)	0.23859747590497213
  (0, 952)	0.2973554086669114
  (0, 1347)	0.23727357079432396
  (0, 1005)	0.23599170159417607",Neutral,,,,
2047,0.13333333333333333,Positive,0.4,the principal of do what our masters pay us to do in this case the oligarchy is paying to keep the borders open for cheap labor between that and the h1b visa abuses scam they are trying to bust up the middle class,"  (0, 2102)	0.07519128916043316
  (0, 1445)	0.2604541775936653
  (0, 249)	0.2915408933458145
  (0, 1291)	0.2731209528477116
  (0, 360)	0.26639069007965405
  (0, 1444)	0.24082433499495007
  (0, 336)	0.22551810323380045
  (0, 1393)	0.26126062841787684
  (0, 1123)	0.20350661594957534
  (0, 1735)	0.27522134431009937
  (0, 308)	0.2915408933458145
  (0, 71)	0.34403235696826423
  (0, 2038)	0.2995580881861985
  (0, 1259)	0.32953257603132624",Positive,,,,
2048,-0.15357142857142858,Negative,0.5892857142857142,you don t give a damn about your constituents bought paid for by the koch brothers i am so sick and tired of your lies tell james or whoever that was that called with your response it was bs you want more h1b visas which essentially hold employees hostage,"  (0, 569)	0.1552311164176177
  (0, 2103)	0.07938436571772645
  (0, 2121)	0.1577063596838385
  (0, 956)	0.2523513801144224
  (0, 475)	0.27545451031329415
  (0, 266)	0.2523513801144224
  (0, 637)	0.19732051608248752
  (0, 1969)	0.23098441282748247
  (0, 1804)	0.27545451031329415
  (0, 286)	0.2394394297703674
  (0, 1429)	0.2199952464186825
  (0, 1680)	0.2842252341607114
  (0, 1173)	0.279595736809932
  (0, 1113)	0.2523513801144224
  (0, 263)	0.2717083152653615
  (0, 673)	0.2955326638330765
  (0, 2002)	0.2894737253798082",Negative,,,,
2049,0.3111111111111111,Positive,0.6777777777777777,the essential guide to preparing strong h 1b visa petitions during challenging times h1b tech humanresources students immigrationpic twitter com flfqo1k9pv,"  (0, 2102)	0.07781613835564982
  (0, 2046)	0.14717161795721337
  (0, 374)	0.14530294341043742
  (0, 326)	0.3605808178291375
  (0, 1462)	0.25211384939387327
  (0, 19)	0.18085029428453367
  (0, 1963)	0.20268484198068346
  (0, 1913)	0.24979517496565753
  (0, 1008)	0.3605808178291375
  (0, 980)	0.37104811953216704
  (0, 2000)	0.30327545865020444
  (0, 1910)	0.33787393689596107
  (0, 1515)	0.3841570786508978",Positive,,,,
2050,-0.125,Negative,0.375,what s your country i will show you how to apply all us don t have branches in other countries we have to apply online and attend interviews over the phone or skype to get selected and apply for h1b visa sponsorship,"  (0, 569)	0.16478442575730665
  (0, 2102)	0.06224541505938788
  (0, 440)	0.1617623455156033
  (0, 151)	0.600804257118858
  (0, 1766)	0.2968027544842595
  (0, 1064)	0.2968027544842595
  (0, 439)	0.20072913176972035
  (0, 1466)	0.30171716262676623
  (0, 1863)	0.2783676168320014
  (0, 180)	0.31372047967010325
  (0, 1392)	0.31372047967010325",Negative,,,,
2051,-0.1,Negative,0.2125,there s no country of birth discrimination on h1b visa everyone in the world has the same opportunity to apply for the visa but in employment based green cards we have country of birth as a condition hr1044 will fix this discrimination,"  (0, 2102)	0.11630239602153603
  (0, 440)	0.302244725199094
  (0, 2175)	0.18796162611112927
  (0, 873)	0.16250674694174083
  (0, 151)	0.18709537234240467
  (0, 640)	0.18420665727069313
  (0, 212)	0.18151732787855152
  (0, 974)	0.19568652619715363
  (0, 234)	0.44868206409962647
  (0, 549)	0.5005233711734802
  (0, 779)	0.22113540616447308
  (0, 304)	0.1973222829300221
  (0, 1399)	0.26005787559997834
  (0, 399)	0.29308538975800186",Negative,,,,
2052,-0.17500000000000002,Negative,0.30000000000000004,plz take action on indian staffing firms who are hiring by sponsoring h1b visa having criminal records not even checking back ground verification we indian women victims having list of criminals who resides at usa with criminal records 5,"  (0, 2102)	0.053663437918584474
  (0, 1184)	0.23750638807240249
  (0, 1036)	0.29048217613957283
  (0, 2078)	0.13993400406892978
  (0, 951)	0.1768439407135024
  (0, 458)	0.497326306370263
  (0, 1871)	0.23750638807240249
  (0, 82)	0.23094799225628138
  (0, 776)	0.19012096239867207
  (0, 923)	0.42514556736402503
  (0, 459)	0.25209161164859695
  (0, 2160)	0.1971969439417062
  (0, 1861)	0.24265395257722416
  (0, 1479)	0.2649217755698419",Negative,,,,
2053,0.13996212121212126,Positive,0.2839015151515151,h1b is the much abused visa and is full of fraud time to terminate h1b and eb ead etc in the current format and introduce a new merit based system more than half of back log greencard petitions are based on fraudulent job offers and misrepresentation,"  (0, 2102)	0.0631823267730928
  (0, 1999)	0.17122188691186938
  (0, 1344)	0.16647677232485755
  (0, 1462)	0.20470226296277616
  (0, 874)	0.2103576209999669
  (0, 603)	0.226983501551791
  (0, 1091)	0.17100413695498198
  (0, 804)	0.19486834518055593
  (0, 70)	0.2743346295533824
  (0, 806)	0.2597298510262651
  (0, 212)	0.39444370940999635
  (0, 1281)	0.24139707310258243
  (0, 596)	0.2321759886066724
  (0, 1378)	0.3012701996297513
  (0, 466)	0.2360288502216183
  (0, 908)	0.2825575781436448
  (0, 1065)	0.31191393698548237",Positive,,,,
2054,0.0153409090909091,Positive,0.4636363636363636,i got this absolutely brutal mail from a former team member he s a uc grad had to leave us because he didn t win the h1b lottery he s been chasing a visa ever since grad school new employer etc now this pic twitter com xoxydqomv0,"  (0, 2102)	0.06157728496732782
  (0, 1344)	0.1622477071270876
  (0, 2046)	0.11645950119800633
  (0, 374)	0.11498078601745973
  (0, 1467)	0.14765881990485993
  (0, 858)	0.2139572328984134
  (0, 1217)	0.18534662347120887
  (0, 539)	0.2341640135983795
  (0, 1153)	0.23639571300358875
  (0, 862)	0.5568771650062899
  (0, 1740)	0.23309183943824657
  (0, 68)	0.2853339711068409
  (0, 638)	0.21075590940901995
  (0, 2152)	0.28174245606848713
  (0, 1277)	0.2853339711068409
  (0, 1962)	0.28174245606848713",Positive,,,,
2055,0.1340909090909091,Positive,0.6636363636363636,you have 100 open borders advisors sitting on your new advisory committee who are on record using immigration to suppress wages for 20 years why headed by committee ivanka will not maga will only push you to import cheap h1b visa labor,"  (0, 2102)	0.06267441015240797
  (0, 1001)	0.11996313422015385
  (0, 1344)	0.1651384816359846
  (0, 2113)	0.19896581661459045
  (0, 2193)	0.1746585991601603
  (0, 249)	0.24300891406141895
  (0, 22)	0.23945650535404414
  (0, 336)	0.18797674912463047
  (0, 1393)	0.21776931829430993
  (0, 1123)	0.16962945121925047
  (0, 2086)	0.21578413919279907
  (0, 6)	0.23833612409163274
  (0, 1938)	0.3094064909810463
  (0, 1569)	0.2802861250717278
  (0, 1820)	0.31588263966582303
  (0, 1618)	0.2988483176015929
  (0, 1015)	0.24300891406141895
  (0, 1230)	0.24300891406141895
  (0, 1085)	0.2674564900009513",Positive,,,,
2056,0.25,Positive,0.25,want more chances getting an h1b visa this year ask multiple employers to submit an h1b visa request for you h1blottery h1bvisa h1battorneypic twitter com rjsztsttbi,"  (0, 2102)	0.18152593502688405
  (0, 170)	0.2576873863046324
  (0, 898)	0.183344728731111
  (0, 2046)	0.1716576157827475
  (0, 374)	0.16947803644655565
  (0, 2121)	0.24411131411319284
  (0, 639)	0.2558152360361179
  (0, 329)	0.30460170498454975
  (0, 839)	0.2604091218007396
  (0, 2192)	0.23748860307924638
  (0, 1326)	0.30297920661758254
  (0, 1920)	0.3054294739854148
  (0, 1665)	0.3006238124817182
  (0, 894)	0.30798257934323986
  (0, 891)	0.3106475345430761",Positive,,,,
2057,0.4,Positive,1.0,this is important groups like who represent h1b visa holders you need to get on board with this as this loophole in the act blocks the children of your constituency from their chance of remaining in usa,"  (0, 2102)	0.07332905892908319
  (0, 1339)	0.18508787414480993
  (0, 1176)	0.18625363188579164
  (0, 958)	0.17647935373690868
  (0, 2078)	0.19121452572831707
  (0, 328)	0.28730035716339214
  (0, 342)	0.290472671635137
  (0, 1016)	0.31839125344423375
  (0, 1662)	0.36200558976171376
  (0, 244)	0.33978879700305875
  (0, 81)	0.30571796933019807
  (0, 878)	0.36200558976171376
  (0, 1207)	0.3444736558651539",Positive,,,,
2058,0.0,Neutral,0.0,si el tipo de visa que est solicitando es de no inmigrante por ejemplo b1 b2 c1 c1 d f1 h1b l1 m1 o1 o p1 debe comunicarse con la embajada de los estados unidos en la ciudad donde desee procesar su solicitud por favor visite la p gina,"  (0, 2102)	0.03309854241616344
  (0, 1122)	0.38500119091708757
  (0, 1117)	0.1123120447149543
  (0, 197)	0.13428558547174588
  (0, 723)	0.11500462471007852
  (0, 745)	0.14505733399527765
  (0, 1210)	0.16681856154823693
  (0, 1047)	0.1496641373221736
  (0, 642)	0.14505733399527765
  (0, 1365)	0.14244413354991303
  (0, 1229)	0.16339848816557218
  (0, 670)	0.14801993631514448
  (0, 1579)	0.13264138446471674
  (0, 1492)	0.3109701958927413
  (0, 1803)	0.16043588584570537
  (0, 622)	0.14505733399527765
  (0, 198)	0.15548509794637064
  (0, 675)	0.15548509794637064
  (0, 2062)	0.15548509794637064
  (0, 2001)	0.16681856154823693
  (0, 674)	0.16339848816557218
  (0, 1834)	0.16681856154823693
  (0, 621)	0.16681856154823693
  (0, 282)	0.33363712309647386
  (0, 1427)	0.16681856154823693
  (0, 486)	0.16681856154823693
  (0, 397)	0.16681856154823693
  (0, 631)	0.16681856154823693
  (0, 573)	0.16681856154823693
  (0, 1918)	0.16681856154823693
  (0, 1835)	0.15337049287676574",Neutral,,,,
2059,-0.012499999999999995,Negative,0.27261904761904765,at least should work for abolishing h1b employer tie ups like slavery and make it a 15 years visa like american usa pr based on talent check credentials at time of entry first give for 5 years and once taxes collected handover the pr simple can do,"  (0, 2102)	0.05322419268331871
  (0, 1999)	0.1442356932077994
  (0, 2165)	0.10954259838571681
  (0, 1949)	0.17910649706508158
  (0, 1176)	0.2703757374288515
  (0, 340)	0.19882846429719492
  (0, 127)	0.12072202790999567
  (0, 2078)	0.13878861818008326
  (0, 2193)	0.29664620418104537
  (0, 212)	0.16613781942343114
  (0, 1236)	0.17163747685309322
  (0, 1957)	0.20335060432552188
  (0, 14)	0.213294305101625
  (0, 1814)	0.24352348072535285
  (0, 638)	0.18216641310972892
  (0, 1826)	0.23802382329569083
  (0, 663)	0.2332598033357171
  (0, 456)	0.25002819485008493
  (0, 1506)	0.5365059978388373",Negative,,,,
2060,0.0,Neutral,0.0,someone should ask him about contract system for h1b visa and ownership of resource that mirrors american slavery system in confederacy,"  (0, 2102)	0.13988599943460078
  (0, 170)	0.3971538014066696
  (0, 127)	0.3172865698206121
  (0, 1826)	0.625583944674807
  (0, 420)	0.5750432383455981",Neutral,,,,
2061,0.25,Positive,0.25,petition launched on white house website to save h 1b spouse work permit more at immigration newyork h1b visa immigrationlawyer immigrationlaws immigrationreform immigrationrights daca uscis naturalization citizenship america usa college,"  (0, 2102)	0.05963712421072327
  (0, 1001)	0.11414955990487474
  (0, 2165)	0.12274128017618295
  (0, 1728)	0.2468575927240317
  (0, 19)	0.13860095979704345
  (0, 2080)	0.1575057989065762
  (0, 372)	0.2017973777007214
  (0, 2078)	0.15551112462499403
  (0, 125)	0.16689371328040975
  (0, 2148)	0.1960392801503464
  (0, 1009)	0.22374843408689957
  (0, 1460)	0.21914843878747856
  (0, 353)	0.1842959271047562
  (0, 1139)	0.2801538503585563
  (0, 2140)	0.2639450343789627
  (0, 1010)	0.2182887097605533
  (0, 971)	0.22278511376341675
  (0, 472)	0.19555471835116278
  (0, 1865)	0.22894741960055115
  (0, 1334)	0.22374843408689957
  (0, 1006)	0.2085267265058564
  (0, 1346)	0.23623588044240956
  (0, 1454)	0.24515623558014477
  (0, 1005)	0.23365589762318523",Positive,,,,
2062,0.125,Positive,0.4,lol propaganda h1b spouse visa is not decade old but it was obama who passed that law in late 2015 also spouses for all h1bs were not eligible to work but just a subset where i140 was approved for h1bs stop spreading lies,"  (0, 2102)	0.052830040705800656
  (0, 2165)	0.1087313802234594
  (0, 1866)	0.15574634951148278
  (0, 488)	0.22938550044801548
  (0, 1900)	0.14641522074043264
  (0, 1200)	0.23381789606527106
  (0, 1140)	0.18472512877424926
  (0, 158)	0.20281496898219484
  (0, 987)	0.2519077362732166
  (0, 625)	0.2254466730428089
  (0, 1097)	0.14409222772082753
  (0, 1439)	0.24480139577963445
  (0, 27)	0.23888551850753886
  (0, 1867)	0.24817661002620997
  (0, 1386)	0.23888551850753886
  (0, 1173)	0.2519077362732166
  (0, 1136)	0.23888551850753886
  (0, 896)	0.42600527733353355
  (0, 1367)	0.2081103281961855
  (0, 1865)	0.20281496898219484",Positive,,,,
2063,0.22000000000000006,Positive,0.4066666666666666,job application sexual deviate 10 points poc 10 points h1b visa 10 points cheap lbr job application straight white male gtfo of here,"  (0, 2102)	0.04606940218033059
  (0, 1091)	0.24937537954788955
  (0, 5)	0.5141214573714236
  (0, 336)	0.13817404000954908
  (0, 147)	0.33993977601865516
  (0, 2148)	0.15143943575275354
  (0, 1239)	0.21967120713259705
  (0, 1482)	0.6822962690298092",Positive,,,,
2064,-0.0625,Negative,0.0625,are there h1b visa foreign national workers running it disney doesn t like american workers,"  (0, 2168)	0.42035340473086286
  (0, 2102)	0.09902101224477906
  (0, 1176)	0.25151043028431425
  (0, 563)	0.3440596932770586
  (0, 127)	0.22459743964584017
  (0, 795)	0.2561847637459388
  (0, 1716)	0.4225618128184699
  (0, 552)	0.42615055717845823
  (0, 1331)	0.39449443478776086",Negative,,,,
2065,0.0,Neutral,0.0,what is an h1b visa and who is eligible via,"  (0, 2102)	0.228154383347174
  (0, 625)	0.9736249675103196",Neutral,,,,
2066,0.0,Neutral,0.0,what is an h1b visa and who is eligible,"  (0, 2102)	0.228154383347174
  (0, 625)	0.9736249675103196",Neutral,,,,
